session_id,target
1,0.00032856380598812214
2,2.8529044875998976e-06
3,9.310283931160847e-07
4,6.400585960882421e-07
5,0.00019883044546617086
6,7.079092685630453e-05
7,0.0029400702656732225
8,0.0018538348716073722
9,0.00013319674638461536
10,0.0031563490325374165
11,0.00012457799907359334
12,1.641712719647936e-05
13,7.943614707891302e-05
14,0.02229259558290013
15,0.0009111075767991409
16,0.0003704374736696028
17,0.020809218024167162
18,1.4592470892193153e-05
19,0.002477109479815265
20,2.0421944080147766e-06
21,0.03478334323151041
22,3.361415480038473e-05
23,0.0002682442319089821
24,0.01189174679872264
25,0.07977004389476258
26,1.0322601360504898e-05
27,0.0001408256324013795
28,8.471013848152286e-07
29,0.02057289757142844
30,0.0015430883444752528
31,0.027850122593436315
32,0.017241567549561503
33,0.00012903428562094637
34,1.6620342948359076e-05
35,0.018902233006944526
36,0.0006331858078756385
37,8.276292868098499e-08
38,2.8772851342991005e-06
39,0.0004198535779012544
40,1.1243326541826335e-05
41,0.0017671589989056713
42,0.006545621968772522
43,0.00010011315587466011
44,0.00011332699970262521
45,0.1399776198771374
46,0.0002345366911952567
47,0.00035376821403044643
48,6.5855477667636e-05
49,0.000254354162057411
50,8.121276771475603e-06
51,2.43111070130499e-07
52,0.00011236541930601944
53,0.02286502166282515
54,0.0007714950315079633
55,0.0004031008327812522
56,0.020049751087080247
57,1.603111020856049e-06
58,1.8442891063395254e-05
59,2.125060805980687e-05
60,2.65015148459404e-06
61,8.62108002870932e-06
62,0.00024355977859862136
63,1.4695720092596795e-05
64,0.0005917959559522511
65,1.1157916390278839e-05
66,6.077541595567961e-06
67,0.0001619864717608625
68,0.001691036397858452
69,0.05701202113391277
70,4.797414456956367e-05
71,0.0016330926431651887
72,0.0005378451687629417
73,0.17344334054816601
74,7.290491753274875e-05
75,0.0002174801929678947
76,0.0023575458356581867
77,0.0018508893979956047
78,0.0048822747829094905
79,0.0001435245658296852
80,8.8799364026855e-06
81,1.2738164851909613e-05
82,0.0015455570963944353
83,1.24661701395868e-06
84,0.4800740679822849
85,0.0001547529861625653
86,6.108824658982564e-06
87,0.006116117571443097
88,0.001262549071871543
89,0.002143011448956659
90,0.052417927432958734
91,3.5349656419943104e-05
92,5.361323997866406e-06
93,0.04616859398902154
94,0.00017724236920508917
95,0.09253852624412563
96,3.143223791804885e-06
97,0.0013478087738174153
98,2.4856573410490467e-05
99,1.987552776127881e-05
100,0.00018937595156231002
101,5.538205688312368e-05
102,0.12511512359388757
103,0.00020161978272283717
104,0.00028511897932280786
105,0.00017191923144398662
106,6.023399364713137e-05
107,0.014624154862806776
108,0.00018015074447490822
109,7.168929079033269e-06
110,1.946318627685703e-05
111,0.0006260137523603955
112,5.398820709022902e-07
113,0.0005992929140508235
114,2.7750938084842033e-06
115,3.9409715173557475e-05
116,3.6685675362320496e-05
117,0.0002070666442897449
118,0.006083295322710531
119,0.0002761437316882664
120,0.0011396635832103656
121,1.9492375152050222e-05
122,3.152514867363444e-05
123,5.76120583896191e-05
124,0.00026999161019871656
125,0.002101152268725558
126,2.878698244480041e-06
127,1.3535410181066217e-06
128,5.5189028501339014e-05
129,0.0046332613251455915
130,0.005926105515291982
131,0.00023501040148053845
132,0.0034238599224770397
133,0.0027577352718567406
134,5.06104605179625e-05
135,2.9647786641228614e-06
136,0.0011345579519383138
137,6.883799323996996e-05
138,0.004939100711827416
139,7.58908396929471e-06
140,9.354751813851911e-05
141,5.104907193367864e-07
142,3.842197587668676e-05
143,0.00013321774403554854
144,0.004180179200467164
145,2.2132572100469642e-06
146,0.0006991526659545675
147,7.283439618015826e-05
148,0.003826245893272754
149,0.0028245555947115685
150,0.034271321940331244
151,1.6516744033383723e-06
152,0.020973884989243546
153,7.87761718549236e-05
154,0.00012166691861639806
155,0.0002127311120544345
156,2.7082857647144068e-05
157,1.9570804477391147e-05
158,0.0017504614718387617
159,0.00011966911067601502
160,2.537248149798089e-05
161,0.0064055543923086326
162,7.621978521796848e-05
163,0.0004921515586505953
164,0.00496369043169662
165,9.638929710816137e-06
166,1.2823122757182192e-05
167,0.012332967527499534
168,0.0028245555947115685
169,0.002154996326442743
170,0.0005363505652230415
171,0.0030902385732177245
172,0.0008246250625721328
173,0.0003238358531141434
174,0.000947936507599938
175,0.20490003885202993
176,0.004568823747355244
177,0.014083314930198551
178,1.030842374432346e-05
179,0.00015651465321482236
180,0.0016191855203011763
181,4.1732917286659397e-05
182,0.0014165020217292614
183,2.2312184729289322e-05
184,0.00013631648001830116
185,0.00012330758926065206
186,0.0007684051768821613
187,4.561392284184193e-06
188,3.6942140766710055e-06
189,0.003833705550099377
190,0.00032619055709291994
191,8.573361677964664e-05
192,3.50453388647217e-05
193,0.006028671385856078
194,0.0008692843475886076
195,6.251933569448935e-05
196,2.3534730751498353e-05
197,0.0011354348792851903
198,0.003438208955172994
199,0.013823851418877476
